,0,1,2,3,label
0,5.0,3.0,1.6,0.20000000000000007,0
1,5.0,3.5,3.707801281560475,0.6000000000000001,0
2,6.0,2.2,5.0,1.5000000000000002,2
3,5.0,2.0,3.5,0.9999999999999999,1
4,5.6,2.5,3.9,1.1,1
5,5.9,3.0,5.1,1.8,2
6,5.1,2.5,3.0,1.1,1
7,6.5,2.8,4.6,1.5000000000000002,1
8,6.2,3.4,5.4,2.3,2
9,6.9,3.1,5.1,2.3,2
10,5.5,4.2,1.4000000000000001,0.20000000000000007,0
11,7.0,3.2,4.7,1.4,1
12,7.9,3.8,6.4,2.0,2
13,6.8,2.8,4.799999999999999,1.4,1
14,5.8,2.7,5.1,1.9,2
15,5.0,3.5,1.2999999999999998,0.29999999999999993,0
16,5.5,2.4,3.8,1.1,1
17,4.8,2.902817117411054,1.4000000000000001,0.1,0
18,4.4,3.0,1.2999999999999998,0.20000000000000007,0
19,5.0,3.3,1.4000000000000001,0.20000000000000007,0
20,5.6,3.0067760944617183,3.6,1.3,1
21,6.0,3.4,4.5,1.6,1
22,6.1,3.0,4.9,1.8,2
23,6.8,3.0,5.5,2.1,2
24,7.3,2.9,6.299999999999999,1.8,2
25,6.1,2.6,5.6,1.4,2
26,4.9,2.5,4.5,1.7,2
27,6.058807610054133,3.3,5.699999999999999,2.5,2
28,5.0,2.3,3.3,0.9999999999999999,1
29,5.7,3.8,1.7000000000000002,0.29999999999999993,0
30,6.3,3.3,4.7,1.6,1
31,4.3,3.0,1.1,0.1,0
32,4.6,3.2,1.4000000000000001,0.20000000000000007,0
33,6.1,2.9,4.7,1.4,1
34,5.8,4.0,1.2,0.20000000000000007,0
35,4.8,3.4,1.9,0.20000000000000007,0
36,5.4,3.4,1.5,0.4,0
37,6.3,2.9,5.6,1.8,2
38,6.3,2.8,5.1,1.5000000000000002,2
39,5.2,2.7,3.9,1.4,1
40,6.7,3.0,5.0,1.7,1
41,6.7,3.1,5.6,2.4,2
42,6.5,3.0,5.799999999999999,2.2,2
43,6.4,3.1,5.5,1.8,2
44,5.0,3.4,1.6,0.4,0
45,5.9,3.0,4.2,1.5000000000000002,1
46,6.9,3.2,5.699999999999999,2.3,2
47,5.4,3.9,1.7000000000000002,0.4,0
48,6.5,3.0,5.5,1.8,2
49,5.1,3.4,1.5,0.20000000000000007,0
50,5.8,2.7,4.1,0.9999999999999999,1
51,5.0,3.6,1.4000000000000001,0.20000000000000007,0
52,5.2,3.4,1.4000000000000001,0.20000000000000007,0
53,5.4,3.4,1.7000000000000002,0.20000000000000007,0
54,6.4,3.2,4.5,1.5000000000000002,1
55,6.3,2.5,5.0,1.9,2
56,6.7,3.3,5.699999999999999,2.1,2
57,6.5,3.2,5.1,2.0,2
58,5.2,3.5,1.5,0.20000000000000007,0
59,5.4,3.9,1.2999999999999998,0.4,0
60,5.8,2.8,5.1,2.4,2
61,6.9,3.1,4.9,1.5000000000000002,1
62,6.0,2.9,4.5,1.5000000000000002,1
63,6.3,2.5,4.9,1.5000000000000002,1
64,4.9,3.1,1.5,0.1,0
65,6.1,3.0,4.6,1.4,1
66,6.7,3.1,4.7,1.5000000000000002,1
67,6.3,2.7,4.9,1.8,2
68,5.0,3.4,1.5,0.20000000000000007,0
69,6.3,3.4,5.6,2.4,2
70,4.9,2.4,3.3,0.9999999999999999,1
71,5.6,3.0,4.1,1.3,1
72,6.4,3.2,5.299999999999999,2.3,2
73,6.3,2.3,4.4,1.3,1
74,7.7,3.0,6.1,2.3,2
75,5.4,3.7,1.5,0.20000000000000007,0
76,6.4,2.8,5.6,2.2,2
77,4.4,3.2,1.2999999999999998,0.20000000000000007,0
78,4.9,3.0,1.4000000000000001,0.20000000000000007,0
79,7.7,3.8,6.699999999999999,2.2,2
80,5.8,2.7,3.9,1.2,1
81,4.8,3.1,1.6,0.20000000000000007,0
82,6.7,3.0,5.199999999999999,2.3,2
83,5.1,3.8,1.9,0.4,0
84,6.6,2.9,4.6,1.3,1
85,5.3,3.7,1.5,0.20000000000000007,0
86,5.1,3.7,1.5,0.4,0
87,6.2,2.8,4.799999999999999,1.8,2
88,5.5,2.4,3.7,0.9999999999999999,1
89,5.1,3.8,1.6,0.20000000000000007,0
90,6.4,2.9,4.3,1.3,1
91,5.2,4.1,1.5,0.1,0
92,5.1,3.8,1.5,0.29999999999999993,0
93,4.4,2.9,1.4000000000000001,0.20000000000000007,0
94,5.7,2.5,5.0,2.0,2
95,5.7,2.8,4.5,1.3,1
96,5.5,3.5,1.2999999999999998,0.20000000000000007,0
97,6.0,2.7,5.1,1.6,1
98,6.0,2.2,4.0,0.9999999999999999,1
99,5.8,2.7,5.1,1.9,2
100,7.2,3.0,5.799999999999999,1.6,2
101,6.9,3.1,5.4,2.1,2
102,6.1,2.8,4.7,1.2,1
103,4.9,3.1,1.5,0.1,0
104,5.7,2.6,3.5,0.9999999999999999,1
105,4.6,3.1,1.5,0.20000000000000007,0
106,5.5,2.3,4.0,1.3,1
107,5.1,3.5,1.4000000000000001,0.20000000000000007,0
108,7.7,2.6,6.9,2.3,2
109,4.8,3.0,1.4000000000000001,0.29999999999999993,0
