,0,1,2,3,label
0,5.6,3.0,4.1,1.3,1
1,4.4,2.9,1.4000000000000001,0.20000000000000007,0
2,5.7,2.8,4.0,1.3,1
3,6.7,3.3,5.699999999999999,2.1,2
4,6.7,3.1,4.4,1.4,1
5,5.8,2.7,4.1,0.9999999999999999,1
6,6.2,2.2,4.5,1.5000000000000002,1
7,6.6,2.9,4.6,1.46,1
8,6.0,2.9,4.5,1.5000000000000002,1
9,5.7,2.8,4.1,1.3,1
10,5.0,2.3,3.3,0.9999999999999999,1
11,6.1,3.0,4.6,1.4,1
12,6.3,3.3,4.7,1.6,1
13,4.4,3.0,1.3399999999999999,0.20000000000000007,0
14,5.8,2.8,4.0,1.2,1
15,6.7,3.0,5.0,1.7,1
16,6.4,2.7,5.299999999999999,1.9,2
17,5.1,2.5,3.0,1.1,1
18,4.5,2.3,1.2999999999999998,0.29999999999999993,0
19,4.9,3.1,1.5,0.1,0
20,4.7,3.2,1.6,0.20000000000000007,0
21,5.8,2.7,5.1,1.9,2
22,4.6,3.1,1.5,0.20000000000000007,0
23,5.5,2.4,3.64,0.9999999999999999,1
24,6.1,2.9,4.7,1.4,1
25,5.8,4.0,1.2,0.20000000000000007,0
26,6.3,2.5,4.9,1.5000000000000002,1
27,5.1,3.8,1.9,0.4,0
28,5.5,2.4,3.8,1.1,1
29,5.7,2.9,4.2,1.3,1
30,4.8,3.0,1.4000000000000001,0.29999999999999993,0
31,5.3,3.6,1.4399999999999995,0.20000000000000007,0
32,6.66,3.1,4.7,1.5000000000000002,1
33,5.1,3.5,1.4000000000000001,0.20000000000000007,0
34,5.5,2.6,3.86,1.2,1
35,6.6,3.0,4.4,1.4,1
36,6.1,2.8,4.0,1.3,1
37,7.7,3.8,6.699999999999999,2.2,2
38,7.1,3.0,5.9,2.1,2
39,5.0,3.3,1.4000000000000001,0.20000000000000007,0
40,4.3,3.0,1.1,0.1,0
41,5.6,2.5,3.9,1.1,1
42,4.6,3.2,1.4000000000000001,0.20000000000000007,0
43,4.8,3.4000000000000004,1.6,0.20000000000000007,0
44,5.4,3.4000000000000004,1.5,0.4,0
45,6.0,2.2,5.0,1.5000000000000002,2
46,5.3,3.7,1.5,0.20000000000000007,0
47,5.0,3.2,1.2,0.20000000000000007,0
48,7.2,3.0,5.799999999999999,1.6,2
49,6.5,3.0,5.799999999999999,2.2,2
50,6.5,2.8,4.6,1.5000000000000002,1
51,6.0,2.7,5.1,1.6,1
52,5.2,3.4000000000000004,1.4000000000000001,0.20000000000000007,0
53,5.0,3.4000000000000004,1.6,0.4,0
54,6.3,2.7,4.9,1.8,2
55,5.6,2.8,4.9,2.0,2
56,6.7,3.3,5.699999999999999,2.5,2
57,6.2,2.9,4.3,1.3,1
58,4.9,3.1,1.5,0.1,0
59,5.6,2.9,3.6,1.3,1
60,5.2,2.7,3.9,1.4,1
61,5.1,3.4000000000000004,1.5,0.20000000000000007,0
62,6.4,2.9,4.3,1.3,1
63,6.3,2.9,5.6,1.8,2
64,6.3,2.3,4.4,1.3,1
65,6.8,3.0,5.5,2.1,2
66,4.9,3.0,1.4000000000000001,0.20000000000000007,0
67,4.4,3.2,1.2999999999999998,0.20000000000000007,0
68,7.2,3.2,6.0,1.8,2
69,5.1,3.5,1.4000000000000001,0.29999999999999993,0
70,6.7,3.1,5.6,2.4,2
71,6.4,2.8,5.6,2.1,2
72,4.7,3.2,1.2999999999999998,0.20000000000000007,0
73,5.1,3.7,1.5,0.4,0
74,5.5,3.5,1.2999999999999998,0.20000000000000007,0
75,5.46,4.2,1.4000000000000001,0.20000000000000007,0
76,6.4,2.8,5.6,2.2,2
77,5.9,3.0,5.1,1.8,2
78,6.6,3.2,4.5,1.5000000000000002,1
79,6.1,2.8,4.26,1.2,1
80,6.4,3.1,5.5,1.8,2
81,7.7,2.8,6.699999999999999,2.0,2
82,7.7,3.0,6.1,2.3,2
83,4.8,3.1,1.6,0.20000000000000007,0
84,6.0,2.2,4.0,0.9999999999999999,1
85,7.0,3.2,4.7,1.4,1
86,4.9,2.4,3.3,0.9999999999999999,1
87,6.1,3.0,4.9,1.8,2
88,6.5,3.2,5.1,2.0,2
89,6.5,3.0,5.199999999999999,2.0,2
90,5.7,2.6,3.5,0.9999999999999999,1
91,7.7,3.2,6.34,2.3,2
92,7.4,2.8,6.1,1.9,2
93,5.7,4.4,1.5,0.4,0
94,5.34,4.1,1.5,0.1,0
95,5.0,3.5,1.6,0.6000000000000001,0
96,5.0,2.0,3.5,0.9999999999999999,1
97,6.9,3.1,5.1,2.3,2
98,5.0,3.0,1.48,0.20000000000000007,0
99,6.2,3.4000000000000004,5.4,2.3,2
100,5.4,3.7,1.5,0.20000000000000007,0
101,7.2,3.6,6.1,2.5,2
102,6.9,3.12,4.9,1.5000000000000002,1
103,6.2,2.8,4.799999999999999,1.8,2
104,6.9,3.1,5.4,2.1,2
105,4.6,3.4000000000000004,1.4000000000000001,0.29999999999999993,0
106,6.9,3.2,5.699999999999999,2.3,2
107,5.2,3.5,1.5,0.20000000000000007,0
108,5.0,3.5,1.2999999999999998,0.29999999999999993,0
109,4.8,3.0,1.4000000000000001,0.1,0
