,pcn_infered,knn_infered,real
0,3.0502831541492714,2.2159999999999997,3.84
1,2.742777306295652,3.1340000000000003,2.96
2,20.049088756729063,17.34,17.2
3,6.401909006292067,2.6959999999999997,4.6
4,902.4418684706928,414.4,678.0
5,2.402554292486905,3.15,3.88
6,6.784155281144306,2.3120000000000003,3.08
7,12.976325054115993,12.496,12.86
8,2.3066482686797602,2.334,2.32
9,2.6292029744293313,2.45,2.58
10,112.05542375142336,90.8,88.0
11,2.3875353783607762,2.282,2.98
12,2.9915403505869342,2.8979999999999997,2.39
13,2.3979341156889373,3.1140000000000003,2.51
14,1.020671921687201,1.076,1.06
15,13.028709700578114,12.434,13.05
16,1.9450833035829156,0.9640000000000002,0.8
17,3.2207626504263116,3.7119999999999997,4.1
18,114.11497139902345,98.4,96.0
19,1.0662267942200483,0.684,0.61
20,113.81412176017264,110.6,98.0
21,2.407434177960824,2.89,3.0
22,13.034905998639704,11.98,12.08
23,0.38275358043121455,0.28,0.29
24,13.00065634299453,13.814,13.83
25,111.54357924884592,108.4,100.0
26,1.0689036394424793,0.974,1.04
27,2.3053724368059303,2.424,2.14
28,2.5111506086489843,3.032,3.33
29,2.400077575563919,2.068,2.2
30,866.0045511029069,447.59999999999997,672.0
31,2.692320380907123,1.748,1.68
32,0.3780255058752665,0.54,0.4
33,954.7253221901021,637.0,415.0
34,6.491972139718894,5.474,3.38
35,1.922723773578494,1.2,0.42
36,7.197981141659974,3.732,1.95
37,112.78231950308015,95.6,103.0
38,2.636933771219259,1.6620000000000001,1.55
39,2.311819868348967,2.3440000000000003,2.55
40,0.3972566174133142,0.48000000000000004,0.39
41,6.75833977342021,2.918,2.08
42,12.895679329562038,13.888,13.76
43,1.9924401332835096,1.9180000000000001,1.85
44,2.318181860891962,2.418,2.28
45,2.5503011847001154,1.9139999999999997,2.05
46,0.38303175534897754,0.278,0.32
47,6.175751883968334,6.38,8.9
48,2.678813700724069,3.024,2.14
49,2.2972827000954723,2.4720000000000004,2.68
50,20.29115576907629,19.799999999999997,18.5
51,2.58159587110316,0.7800000000000002,0.78
52,0.39348304108369175,0.272,0.39
53,3.1724361680185904,3.476,4.61
54,2.334958055818613,2.7380000000000004,2.65
55,6.619568398341425,2.7600000000000007,3.6
56,114.0488934147213,99.8,110.0
57,1.8928664013420975,2.044,2.03
58,19.811824869544783,19.46,19.6
59,2.289391154592848,2.266,1.88
60,111.36692089720091,99.2,91.0
61,0.38571486349558626,0.486,0.44
62,2.5409329234028113,0.968,0.96
63,1.0541079344253093,0.706,0.67
64,2.6749445866359376,3.248,2.87
65,886.1117692457965,495.59999999999997,886.0
66,12.897543188302304,13.062,13.49
67,13.066434286275445,14.018,13.56
68,20.30885783113991,17.44,16.2
69,1.1015301267267552,1.1179999999999999,1.0
70,2.293273604918701,2.464,2.36
71,860.1622694139594,644.0,600.0
72,3.2403676427698818,1.988,1.64
73,3.08617954475124,3.603999999999999,1.35
74,12.810025859462673,12.62,12.29
75,2.274648094671177,2.2560000000000002,2.21
76,2.372240580907552,3.16,3.85
77,1.859442383184452,2.084,2.18
78,1.0536850900910364,1.1019999999999999,0.86
79,13.074314173498673,12.778,12.42
80,3.0416434866682858,3.2,2.55
81,2.8211651742630286,2.046,3.3
82,2.404850362810087,1.642,1.62
83,857.5337256849106,532.0,695.0
84,3.0137966002104344,2.5,1.86
85,3.1532896325047224,2.024,1.68
86,6.921479559599013,5.374,4.7
87,19.77353840326319,21.82,23.6
88,20.06229730654136,18.44,16.8
89,885.6835886469595,638.0,480.0
90,20.286888521916232,20.4,22.0
91,2.377690764112419,1.802,2.1
92,6.8199269373089635,6.664000000000001,2.6
93,2.4249929282770637,1.5780000000000003,2.3
94,849.3392532447933,1208.0,1310.0
95,6.554319852482596,2.6119999999999997,1.28
96,0.3828117950954155,0.306,0.25
97,19.420855457569957,21.2,22.0
98,1.9471391285581332,1.044,1.55
99,939.5390637479344,566.0,725.0
100,2.52252805492406,2.7960000000000003,2.26
101,110.8716975510963,101.0,97.0
102,1.8251755489309551,1.952,2.96
103,2.5291854299101577,1.7599999999999998,1.8
104,1.0275835419545243,1.012,0.87
105,1.9730114411629358,1.802,1.97
106,3.2449897709135334,4.178,3.17
107,0.3950160248074851,0.378,0.6
108,6.473481510724208,7.452000000000001,8.6
109,879.6910469997055,1377.0,1060.0
110,2.283424248671221,2.048,2.0
111,6.755405752729308,3.308,2.5
112,2.3918975819622847,2.45,3.03
113,6.974254547540994,2.71,2.8
114,2.288389347430829,2.412,2.32
