,pcn_infered,knn_infered,real
0,3.462141656829257,4.0,4.5
1,1.2816002452117536,1.46,1.3
2,4.100440033381693,1.3399999999999999,1.3
3,2.9973185897889927,2.8,2.6
4,3.600027826245038,3.64,3.7
5,5.898773650665091,5.3,5.0
6,3.664675843542209,1.4399999999999995,1.4
7,5.774834625213548,6.66,6.7
8,3.526151643327414,3.86,4.4
9,5.960494063688306,5.46,5.5
10,6.074034333688789,6.6,6.4
11,4.039295608033523,4.26,4.7
12,2.9575509739446906,3.2,2.6
13,3.6646886466742696,6.34,6.9
14,4.155233298732929,1.5,1.5
15,5.963013859735701,5.34,5.2
16,4.211732586656212,1.48,1.6
17,2.906447242956834,3.12,3.1
